"category","country","unit","year","value"
"Total coffee, tea, and spices","Colombia","Million dollars","2023","1560.8"
"Total coffee, tea, and spices","Colombia","Million dollars","2022","2132"
"Total coffee, tea, and spices","Colombia","Million dollars","2021","1485.3"
"Total coffee, tea, and spices","Colombia","Million dollars","2020","1221.8"
"Total coffee, tea, and spices","Colombia","Million dollars","2019","1267.9000000000001"
"Total coffee, tea, and spices","Colombia","Million dollars","2018","1254"
"Total coffee, tea, and spices","Colombia","Million dollars","2017","1367.9"
"Total coffee, tea, and spices","Colombia","Million dollars","2016","1194.9000000000001"
"Total coffee, tea, and spices","Colombia","Million dollars","2015","1311.2"
"Total coffee, tea, and spices","Colombia","Million dollars","2014","1243.7"
"Total coffee, tea, and spices","Colombia","Million dollars","2013","1026.2"
"Total coffee, tea, and spices","Colombia","Million dollars","2012","999.5"
"Total coffee, tea, and spices","Colombia","Million dollars","2011","1441.9"
"Total coffee, tea, and spices","Colombia","Million dollars","2010","918.1"
"Total coffee, tea, and spices","Colombia","Million dollars","2009","789"
"Total coffee, tea, and spices","Colombia","Million dollars","2008","853.7"
"Total coffee, tea, and spices","Colombia","Million dollars","2007","706.8"
"Total coffee, tea, and spices","Colombia","Million dollars","2006","629.9"
"Total coffee, tea, and spices","Colombia","Million dollars","2005","632.70000000000005"
"Total coffee, tea, and spices","Colombia","Million dollars","2004","410"
"Total coffee, tea, and spices","Colombia","Million dollars","2003","377.3"
"Total coffee, tea, and spices","Colombia","Million dollars","2002","331.4"
"Total coffee, tea, and spices","Colombia","Million dollars","2001","318.8"
"Total coffee, tea, and spices","Colombia","Million dollars","2000","451.6"
"Total coffee, tea, and spices","Colombia","Million dollars","1999","519.29999999999995"
"Total coffee, tea, and spices","Brazil","Million dollars","2023","1541.4"
"Total coffee, tea, and spices","Brazil","Million dollars","2022","2266.6999999999998"
"Total coffee, tea, and spices","Brazil","Million dollars","2021","1378.7"
"Total coffee, tea, and spices","Brazil","Million dollars","2020","1216.7"
"Total coffee, tea, and spices","Brazil","Million dollars","2019","1171.5999999999999"
"Total coffee, tea, and spices","Brazil","Million dollars","2018","1122.4000000000001"
"Total coffee, tea, and spices","Brazil","Million dollars","2017","1258.5999999999999"
"Total coffee, tea, and spices","Brazil","Million dollars","2016","1277.8"
"Total coffee, tea, and spices","Brazil","Million dollars","2015","1585.6"
"Total coffee, tea, and spices","Brazil","Million dollars","2014","1552.7"
"Total coffee, tea, and spices","Brazil","Million dollars","2013","1291.0999999999999"
"Total coffee, tea, and spices","Brazil","Million dollars","2012","1515.4"
"Total coffee, tea, and spices","Brazil","Million dollars","2011","2111.4"
"Total coffee, tea, and spices","Brazil","Million dollars","2010","1209.9000000000001"
"Total coffee, tea, and spices","Brazil","Million dollars","2009","867"
"Total coffee, tea, and spices","Brazil","Million dollars","2008","863.2"
"Total coffee, tea, and spices","Brazil","Million dollars","2007","746"
"Total coffee, tea, and spices","Brazil","Million dollars","2006","642"
"Total coffee, tea, and spices","Brazil","Million dollars","2005","562.5"
"Total coffee, tea, and spices","Brazil","Million dollars","2004","394"
"Total coffee, tea, and spices","Brazil","Million dollars","2003","339.5"
"Total coffee, tea, and spices","Brazil","Million dollars","2002","259.8"
"Total coffee, tea, and spices","Brazil","Million dollars","2001","233.3"
"Total coffee, tea, and spices","Brazil","Million dollars","2000","336.4"
"Total coffee, tea, and spices","Brazil","Million dollars","1999","553.29999999999995"
"Total coffee, tea, and spices","Switzerland","Million dollars","2023","1123.4000000000001"
"Total coffee, tea, and spices","Switzerland","Million dollars","2022","854.1"
"Total coffee, tea, and spices","Switzerland","Million dollars","2021","790.9"
"Total coffee, tea, and spices","Switzerland","Million dollars","2020","454.5"
"Total coffee, tea, and spices","Switzerland","Million dollars","2019","360.9"
"Total coffee, tea, and spices","Switzerland","Million dollars","2018","238.2"
"Total coffee, tea, and spices","Switzerland","Million dollars","2017","186"
"Total coffee, tea, and spices","Switzerland","Million dollars","2016","115.4"
"Total coffee, tea, and spices","Switzerland","Million dollars","2015","118.4"
"Total coffee, tea, and spices","Switzerland","Million dollars","2014","59.5"
"Total coffee, tea, and spices","Switzerland","Million dollars","2013","49.1"
"Total coffee, tea, and spices","Switzerland","Million dollars","2012","66.400000000000006"
"Total coffee, tea, and spices","Switzerland","Million dollars","2011","84.7"
"Total coffee, tea, and spices","Switzerland","Million dollars","2010","62.2"
"Total coffee, tea, and spices","Switzerland","Million dollars","2009","54.5"
"Total coffee, tea, and spices","Switzerland","Million dollars","2008","38.6"
"Total coffee, tea, and spices","Switzerland","Million dollars","2007","35.5"
"Total coffee, tea, and spices","Switzerland","Million dollars","2006","37.9"
"Total coffee, tea, and spices","Switzerland","Million dollars","2005","38.4"
"Total coffee, tea, and spices","Switzerland","Million dollars","2004","36.200000000000003"
"Total coffee, tea, and spices","Switzerland","Million dollars","2003","28.7"
"Total coffee, tea, and spices","Switzerland","Million dollars","2002","22.2"
"Total coffee, tea, and spices","Switzerland","Million dollars","2001","17.899999999999999"
"Total coffee, tea, and spices","Switzerland","Million dollars","2000","10"
"Total coffee, tea, and spices","Switzerland","Million dollars","1999","4"
"Total coffee, tea, and spices","Mexico","Million dollars","2023","727.9"
"Total coffee, tea, and spices","Mexico","Million dollars","2022","729.9"
"Total coffee, tea, and spices","Mexico","Million dollars","2021","487"
"Total coffee, tea, and spices","Mexico","Million dollars","2020","405.8"
"Total coffee, tea, and spices","Mexico","Million dollars","2019","385.3"
"Total coffee, tea, and spices","Mexico","Million dollars","2018","403.1"
"Total coffee, tea, and spices","Mexico","Million dollars","2017","387.1"
"Total coffee, tea, and spices","Mexico","Million dollars","2016","338.6"
"Total coffee, tea, and spices","Mexico","Million dollars","2015","413.3"
"Total coffee, tea, and spices","Mexico","Million dollars","2014","463.4"
"Total coffee, tea, and spices","Mexico","Million dollars","2013","539.6"
"Total coffee, tea, and spices","Mexico","Million dollars","2012","647.29999999999995"
"Total coffee, tea, and spices","Mexico","Million dollars","2011","653.20000000000005"
"Total coffee, tea, and spices","Mexico","Million dollars","2010","389.7"
"Total coffee, tea, and spices","Mexico","Million dollars","2009","379.1"
"Total coffee, tea, and spices","Mexico","Million dollars","2008","365.4"
"Total coffee, tea, and spices","Mexico","Million dollars","2007","332.3"
"Total coffee, tea, and spices","Mexico","Million dollars","2006","295.89999999999998"
"Total coffee, tea, and spices","Mexico","Million dollars","2005","251.8"
"Total coffee, tea, and spices","Mexico","Million dollars","2004","215.3"
"Total coffee, tea, and spices","Mexico","Million dollars","2003","196.6"
"Total coffee, tea, and spices","Mexico","Million dollars","2002","226.8"
"Total coffee, tea, and spices","Mexico","Million dollars","2001","221.2"
"Total coffee, tea, and spices","Mexico","Million dollars","2000","501.3"
"Total coffee, tea, and spices","Mexico","Million dollars","1999","480.6"
"Total coffee, tea, and spices","Vietnam","Million dollars","2023","683"
"Total coffee, tea, and spices","Vietnam","Million dollars","2022","765.3"
"Total coffee, tea, and spices","Vietnam","Million dollars","2021","602.79999999999995"
"Total coffee, tea, and spices","Vietnam","Million dollars","2020","511.6"
"Total coffee, tea, and spices","Vietnam","Million dollars","2019","497.7"
"Total coffee, tea, and spices","Vietnam","Million dollars","2018","618.1"
"Total coffee, tea, and spices","Vietnam","Million dollars","2017","803.4"
"Total coffee, tea, and spices","Vietnam","Million dollars","2016","864.4"
"Total coffee, tea, and spices","Vietnam","Million dollars","2015","684.4"
"Total coffee, tea, and spices","Vietnam","Million dollars","2014","809.8"
"Total coffee, tea, and spices","Vietnam","Million dollars","2013","674.7"
"Total coffee, tea, and spices","Vietnam","Million dollars","2012","731.3"
"Total coffee, tea, and spices","Vietnam","Million dollars","2011","635.9"
"Total coffee, tea, and spices","Vietnam","Million dollars","2010","439.7"
"Total coffee, tea, and spices","Vietnam","Million dollars","2009","326.7"
"Total coffee, tea, and spices","Vietnam","Million dollars","2008","350.9"
"Total coffee, tea, and spices","Vietnam","Million dollars","2007","341.5"
"Total coffee, tea, and spices","Vietnam","Million dollars","2006","243.1"
"Total coffee, tea, and spices","Vietnam","Million dollars","2005","190.7"
"Total coffee, tea, and spices","Vietnam","Million dollars","2004","144.5"
"Total coffee, tea, and spices","Vietnam","Million dollars","2003","98.3"
"Total coffee, tea, and spices","Vietnam","Million dollars","2002","73.2"
"Total coffee, tea, and spices","Vietnam","Million dollars","2001","89.8"
"Total coffee, tea, and spices","Vietnam","Million dollars","2000","132.80000000000001"
"Total coffee, tea, and spices","Vietnam","Million dollars","1999","118.1"
"Total coffee, tea, and spices","Canada","Million dollars","2023","673"
"Total coffee, tea, and spices","Canada","Million dollars","2022","716.4"
"Total coffee, tea, and spices","Canada","Million dollars","2021","533.9"
"Total coffee, tea, and spices","Canada","Million dollars","2020","483.9"
"Total coffee, tea, and spices","Canada","Million dollars","2019","511"
"Total coffee, tea, and spices","Canada","Million dollars","2018","519.4"
"Total coffee, tea, and spices","Canada","Million dollars","2017","647.9"
"Total coffee, tea, and spices","Canada","Million dollars","2016","582.70000000000005"
"Total coffee, tea, and spices","Canada","Million dollars","2015","541"
"Total coffee, tea, and spices","Canada","Million dollars","2014","498.8"
"Total coffee, tea, and spices","Canada","Million dollars","2013","503.1"
"Total coffee, tea, and spices","Canada","Million dollars","2012","524.6"
"Total coffee, tea, and spices","Canada","Million dollars","2011","520"
"Total coffee, tea, and spices","Canada","Million dollars","2010","384"
"Total coffee, tea, and spices","Canada","Million dollars","2009","279.10000000000002"
"Total coffee, tea, and spices","Canada","Million dollars","2008","224"
"Total coffee, tea, and spices","Canada","Million dollars","2007","200.8"
"Total coffee, tea, and spices","Canada","Million dollars","2006","201.4"
"Total coffee, tea, and spices","Canada","Million dollars","2005","196.8"
"Total coffee, tea, and spices","Canada","Million dollars","2004","181"
"Total coffee, tea, and spices","Canada","Million dollars","2003","167"
"Total coffee, tea, and spices","Canada","Million dollars","2002","171.6"
"Total coffee, tea, and spices","Canada","Million dollars","2001","169.4"
"Total coffee, tea, and spices","Canada","Million dollars","2000","176.4"
"Total coffee, tea, and spices","Canada","Million dollars","1999","172.3"
"Total coffee, tea, and spices","Guatemala","Million dollars","2023","471.9"
"Total coffee, tea, and spices","Guatemala","Million dollars","2022","555.70000000000005"
"Total coffee, tea, and spices","Guatemala","Million dollars","2021","436.5"
"Total coffee, tea, and spices","Guatemala","Million dollars","2020","329.2"
"Total coffee, tea, and spices","Guatemala","Million dollars","2019","331.9"
"Total coffee, tea, and spices","Guatemala","Million dollars","2018","340.1"
"Total coffee, tea, and spices","Guatemala","Million dollars","2017","341.7"
"Total coffee, tea, and spices","Guatemala","Million dollars","2016","268.7"
"Total coffee, tea, and spices","Guatemala","Million dollars","2015","333.8"
"Total coffee, tea, and spices","Guatemala","Million dollars","2014","368.4"
"Total coffee, tea, and spices","Guatemala","Million dollars","2013","420.9"
"Total coffee, tea, and spices","Guatemala","Million dollars","2012","577.20000000000005"
"Total coffee, tea, and spices","Guatemala","Million dollars","2011","593.5"
"Total coffee, tea, and spices","Guatemala","Million dollars","2010","307.39999999999998"
"Total coffee, tea, and spices","Guatemala","Million dollars","2009","345.9"
"Total coffee, tea, and spices","Guatemala","Million dollars","2008","376.8"
"Total coffee, tea, and spices","Guatemala","Million dollars","2007","313.39999999999998"
"Total coffee, tea, and spices","Guatemala","Million dollars","2006","280.5"
"Total coffee, tea, and spices","Guatemala","Million dollars","2005","287.10000000000002"
"Total coffee, tea, and spices","Guatemala","Million dollars","2004","216.4"
"Total coffee, tea, and spices","Guatemala","Million dollars","2003","216.1"
"Total coffee, tea, and spices","Guatemala","Million dollars","2002","172.8"
"Total coffee, tea, and spices","Guatemala","Million dollars","2001","180.5"
"Total coffee, tea, and spices","Guatemala","Million dollars","2000","306.89999999999998"
"Total coffee, tea, and spices","Guatemala","Million dollars","1999","304.5"
"Total coffee, tea, and spices","Rest of world","Million dollars","2023","4494.2"
"Total coffee, tea, and spices","Rest of world","Million dollars","2022","4959.8"
"Total coffee, tea, and spices","Rest of world","Million dollars","2021","4104.1000000000004"
"Total coffee, tea, and spices","Rest of world","Million dollars","2020","3722.7"
"Total coffee, tea, and spices","Rest of world","Million dollars","2019","3901"
"Total coffee, tea, and spices","Rest of world","Million dollars","2018","3959.4"
"Total coffee, tea, and spices","Rest of world","Million dollars","2017","4074.1"
"Total coffee, tea, and spices","Rest of world","Million dollars","2016","3668.8"
"Total coffee, tea, and spices","Rest of world","Million dollars","2015","3548.5"
"Total coffee, tea, and spices","Rest of world","Million dollars","2014","3302.5"
"Total coffee, tea, and spices","Rest of world","Million dollars","2013","3128.5"
"Total coffee, tea, and spices","Rest of world","Million dollars","2012","3664"
"Total coffee, tea, and spices","Rest of world","Million dollars","2011","3675.2"
"Total coffee, tea, and spices","Rest of world","Million dollars","2010","2554"
"Total coffee, tea, and spices","Rest of world","Million dollars","2009","2119"
"Total coffee, tea, and spices","Rest of world","Million dollars","2008","2508.1999999999998"
"Total coffee, tea, and spices","Rest of world","Million dollars","2007","2114.9"
"Total coffee, tea, and spices","Rest of world","Million dollars","2006","1864.2"
"Total coffee, tea, and spices","Rest of world","Million dollars","2005","1610.8"
"Total coffee, tea, and spices","Rest of world","Million dollars","2004","1546.9"
"Total coffee, tea, and spices","Rest of world","Million dollars","2003","1448.4"
"Total coffee, tea, and spices","Rest of world","Million dollars","2002","1197.2"
"Total coffee, tea, and spices","Rest of world","Million dollars","2001","1169.8"
"Total coffee, tea, and spices","Rest of world","Million dollars","2000","1526.4"
"Total coffee, tea, and spices","Rest of world","Million dollars","1999","1451.6"
"Total coffee, tea, and spices","World","Million dollars","2023","11275.6"
"Total coffee, tea, and spices","World","Million dollars","2022","12979.9"
"Total coffee, tea, and spices","World","Million dollars","2021","9819.2000000000007"
"Total coffee, tea, and spices","World","Million dollars","2020","8346.2000000000007"
"Total coffee, tea, and spices","World","Million dollars","2019","8427.2999999999993"
"Total coffee, tea, and spices","World","Million dollars","2018","8454.7000000000007"
"Total coffee, tea, and spices","World","Million dollars","2017","9066.7000000000007"
"Total coffee, tea, and spices","World","Million dollars","2016","8311.2999999999993"
"Total coffee, tea, and spices","World","Million dollars","2015","8536.2000000000007"
"Total coffee, tea, and spices","World","Million dollars","2014","8298.7999999999993"
"Total coffee, tea, and spices","World","Million dollars","2013","7633.2"
"Total coffee, tea, and spices","World","Million dollars","2012","8725.7000000000007"
"Total coffee, tea, and spices","World","Million dollars","2011","9715.7999999999993"
"Total coffee, tea, and spices","World","Million dollars","2010","6265"
"Total coffee, tea, and spices","World","Million dollars","2009","5160.3"
"Total coffee, tea, and spices","World","Million dollars","2008","5580.8"
"Total coffee, tea, and spices","World","Million dollars","2007","4791.2"
"Total coffee, tea, and spices","World","Million dollars","2006","4194.8999999999996"
"Total coffee, tea, and spices","World","Million dollars","2005","3770.8"
"Total coffee, tea, and spices","World","Million dollars","2004","3144.3"
"Total coffee, tea, and spices","World","Million dollars","2003","2871.9"
"Total coffee, tea, and spices","World","Million dollars","2002","2455"
"Total coffee, tea, and spices","World","Million dollars","2001","2400.6999999999998"
"Total coffee, tea, and spices","World","Million dollars","2000","3441.8"
"Total coffee, tea, and spices","World","Million dollars","1999","3603.7"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2023","2129.9"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2022","2413.6999999999998"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2021","2344.6"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2020","2254.6"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2019","2371.9"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2018","2236.8000000000002"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2017","2276.1999999999998"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2016","2235.8000000000002"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2015","2161"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2014","2112.4"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2013","2087"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2012","2018.8"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2011","2015"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2010","1894.6"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2009","1823"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2008","1881.9"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2007","1850.9"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2006","1825.5"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2005","1744.6"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2004","1757.1"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2003","1715"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2002","1635.5"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2001","1599.8"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2000","1725.2"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","1999","1650.7"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2023","1347.5"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2022","2051.5"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2021","1222.5"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2020","1045.8"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2019","1034.5"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2018","962.1"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2017","1073.0999999999999"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2016","1080.8"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2015","1335"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2014","1333.4"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2013","1071.0999999999999"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2012","1334.1"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2011","1918.4"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2010","1083.4000000000001"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2009","739.1"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2008","724.3"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2007","613.79999999999995"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2006","530.1"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2005","466.4"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2004","318.89999999999998"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2003","268.60000000000002"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2002","201.9"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2001","161.4"
"Coffee beans, unroasted 1/","Brazil","Million dollars","2000","254.7"
"Coffee beans, unroasted 1/","Brazil","Million dollars","1999","466.7"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2023","1311.5"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2022","1849.8"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2021","1309.8"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2020","1065.7"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2019","1140.4000000000001"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2018","1142.5"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2017","1253.2"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2016","1093.5999999999999"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2015","1196.9000000000001"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2014","1129.7"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2013","900.2"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2012","847.5"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2011","1262.2"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2010","772.7"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2009","686.4"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2008","804.9"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2007","677.5"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2006","594.9"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2005","598"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2004","386.5"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2003","360.6"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2002","315.5"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2001","301.3"
"Coffee beans, unroasted 1/","Colombia","Million dollars","2000","436"
"Coffee beans, unroasted 1/","Colombia","Million dollars","1999","497.3"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2023","462.1"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2022","396.5"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2021","381.5"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2020","237.3"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2019","245.8"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2018","210.7"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2017","294.89999999999998"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2016","246.5"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2015","212.9"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2014","198.4"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2013","158.6"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2012","281.7"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2011","230.7"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2010","77"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2009","74.400000000000006"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2008","131.6"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2007","100"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2006","58.1"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2005","60.3"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2004","42.6"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2003","24.3"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2002","27.1"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2001","35.700000000000003"
"Coffee beans, unroasted 1/","Honduras","Million dollars","2000","97.4"
"Coffee beans, unroasted 1/","Honduras","Million dollars","1999","49.3"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2023","456.7"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2022","536.5"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2021","410.8"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2020","302.39999999999998"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2019","316.39999999999998"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2018","326.2"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2017","329.7"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2016","258.2"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2015","323.7"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2014","359.8"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2013","410.5"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2012","565.4"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2011","576.79999999999995"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2010","294"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2009","339.3"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2008","369.5"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2007","309.2"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2006","277.60000000000002"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2005","284.10000000000002"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2004","212.6"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2003","212.2"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2002","167.5"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2001","174.4"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","2000","301.8"
"Coffee beans, unroasted 1/","Guatemala","Million dollars","1999","301.5"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2023","358.5"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2022","369.2"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2021","261.7"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2020","241.8"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2019","263.7"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2018","246.7"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2017","288.60000000000002"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2016","256"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2015","232.5"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2014","228.1"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2013","163.19999999999999"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2012","222.6"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2011","221.8"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2010","163.1"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2009","111.5"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2008","139.80000000000001"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2007","82.5"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2006","88.4"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2005","50.8"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2004","51.8"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2003","39.1"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2002","30.1"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2001","35.200000000000003"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","2000","58.9"
"Coffee beans, unroasted 1/","Nicaragua","Million dollars","1999","24.8"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2023","344.1"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2022","322.7"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2021","263"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2020","275.3"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2019","277.3"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2018","392.4"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2017","516.20000000000005"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2016","494.7"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2015","357"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2014","493.7"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2013","467.9"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2012","600.9"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2011","487.5"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2010","360.1"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2009","257"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2008","291.5"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2007","305.2"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2006","200.1"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2005","148.19999999999999"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2004","111.4"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2003","74.099999999999994"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2002","51.7"
"Coffee beans, unroasted 1/","Vietnam","Million dollars","2001","75.3"
