"category","country","unit","year","value"
"Ground nuts","Mexico","Million dollars","1999","4"
"Ground nuts","Canada","Million dollars","2023","55.3"
"Ground nuts","Canada","Million dollars","2022","56.3"
"Ground nuts","Canada","Million dollars","2021","57.8"
"Ground nuts","Canada","Million dollars","2020","60.5"
"Ground nuts","Canada","Million dollars","2019","58.6"
"Ground nuts","Canada","Million dollars","2018","59.8"
"Ground nuts","Canada","Million dollars","2017","56.3"
"Ground nuts","Canada","Million dollars","2016","54.6"
"Ground nuts","Canada","Million dollars","2015","48"
"Ground nuts","Canada","Million dollars","2014","43.3"
"Ground nuts","Canada","Million dollars","2013","55.4"
"Ground nuts","Canada","Million dollars","2012","50"
"Ground nuts","Canada","Million dollars","2011","22.8"
"Ground nuts","Canada","Million dollars","2010","20.6"
"Ground nuts","Canada","Million dollars","2009","25.9"
"Ground nuts","Canada","Million dollars","2008","31.2"
"Ground nuts","Canada","Million dollars","2007","23.1"
"Ground nuts","Canada","Million dollars","2006","21.5"
"Ground nuts","Canada","Million dollars","2005","19.899999999999999"
"Ground nuts","Canada","Million dollars","2004","19.100000000000001"
"Ground nuts","Canada","Million dollars","2003","19.2"
"Ground nuts","Canada","Million dollars","2002","21.7"
"Ground nuts","Canada","Million dollars","2001","24"
"Ground nuts","Canada","Million dollars","2000","23.4"
"Ground nuts","Canada","Million dollars","1999","23.8"
"Ground nuts","Argentina","Million dollars","2023","14.3"
"Ground nuts","Argentina","Million dollars","2022","18.7"
"Ground nuts","Argentina","Million dollars","2021","20"
"Ground nuts","Argentina","Million dollars","2020","15.2"
"Ground nuts","Argentina","Million dollars","2019","26.6"
"Ground nuts","Argentina","Million dollars","2018","29.7"
"Ground nuts","Argentina","Million dollars","2017","33.9"
"Ground nuts","Argentina","Million dollars","2016","20.100000000000001"
"Ground nuts","Argentina","Million dollars","2015","27.2"
"Ground nuts","Argentina","Million dollars","2014","21.1"
"Ground nuts","Argentina","Million dollars","2013","28.1"
"Ground nuts","Argentina","Million dollars","2012","117"
"Ground nuts","Argentina","Million dollars","2011","31.2"
"Ground nuts","Argentina","Million dollars","2010","14.6"
"Ground nuts","Argentina","Million dollars","2009","12.6"
"Ground nuts","Argentina","Million dollars","2008","27"
"Ground nuts","Argentina","Million dollars","2007","17"
"Ground nuts","Argentina","Million dollars","2006","6.5"
"Ground nuts","Argentina","Million dollars","2005","3.9"
"Ground nuts","Argentina","Million dollars","2004","2.9"
"Ground nuts","Argentina","Million dollars","2003","12.6"
"Ground nuts","Argentina","Million dollars","2002","39.1"
"Ground nuts","Argentina","Million dollars","2001","43.4"
"Ground nuts","Argentina","Million dollars","2000","36.799999999999997"
"Ground nuts","Argentina","Million dollars","1999","36.200000000000003"
"Ground nuts","India","Million dollars","2023","5.3"
"Ground nuts","India","Million dollars","2022","4.7"
"Ground nuts","India","Million dollars","2021","4.4000000000000004"
"Ground nuts","India","Million dollars","2020","4.4000000000000004"
"Ground nuts","India","Million dollars","2019","4.0999999999999996"
"Ground nuts","India","Million dollars","2018","4.3"
"Ground nuts","India","Million dollars","2017","4"
"Ground nuts","India","Million dollars","2016","4.0999999999999996"
"Ground nuts","India","Million dollars","2015","3.8"
"Ground nuts","India","Million dollars","2014","3.3"
"Ground nuts","India","Million dollars","2013","0.9"
"Ground nuts","India","Million dollars","2012","1.4"
"Ground nuts","India","Million dollars","2011","0.2"
"Ground nuts","India","Million dollars","2010","0.2"
"Ground nuts","India","Million dollars","2009","0.5"
"Ground nuts","India","Million dollars","2008","0.4"
"Ground nuts","India","Million dollars","2007","0.1"
"Ground nuts","India","Million dollars","2006","1"
"Ground nuts","India","Million dollars","2005","1.8"
"Ground nuts","India","Million dollars","2004","2.2999999999999998"
"Ground nuts","India","Million dollars","2003","1.6"
"Ground nuts","India","Million dollars","2002","0.8"
"Ground nuts","India","Million dollars","2001","0.8"
"Ground nuts","India","Million dollars","2000","0.9"
"Ground nuts","India","Million dollars","1999","1"
"Ground nuts","Paraguay","Million dollars","2023","4"
"Ground nuts","Paraguay","Million dollars","2022","1.9"
"Ground nuts","Paraguay","Million dollars","2021","3.4"
"Ground nuts","Paraguay","Million dollars","2020","1.7"
"Ground nuts","Paraguay","Million dollars","2019","1.3"
"Ground nuts","Paraguay","Million dollars","2018","0.8"
"Ground nuts","Paraguay","Million dollars","2017","0.8"
"Ground nuts","Paraguay","Million dollars","2016","0.3"
"Ground nuts","Paraguay","Million dollars","2015","0.1"
"Ground nuts","Paraguay","Million dollars","2014","0.3"
"Ground nuts","Paraguay","Million dollars","2013","0.9"
"Ground nuts","Paraguay","Million dollars","2012","1.5"
"Ground nuts","Paraguay","Million dollars","2011","0.5"
"Ground nuts","Paraguay","Million dollars","2010","0"
"Ground nuts","Paraguay","Million dollars","2009","0"
"Ground nuts","Paraguay","Million dollars","2008","0"
"Ground nuts","Paraguay","Million dollars","2007","0"
"Ground nuts","Paraguay","Million dollars","2006","0"
"Ground nuts","Paraguay","Million dollars","2005","0"
"Ground nuts","Paraguay","Million dollars","2004","0"
"Ground nuts","Paraguay","Million dollars","2003","0"
"Ground nuts","Paraguay","Million dollars","2002","0"
"Ground nuts","Paraguay","Million dollars","2001","0"
"Ground nuts","Paraguay","Million dollars","2000","0"
"Ground nuts","Paraguay","Million dollars","1999","0"
"Ground nuts","Rest of world","Million dollars","2023","9.5999999999999908"
"Ground nuts","Rest of world","Million dollars","2022","11.1"
"Ground nuts","Rest of world","Million dollars","2021","16.7"
"Ground nuts","Rest of world","Million dollars","2020","22.7"
"Ground nuts","Rest of world","Million dollars","2019","20"
"Ground nuts","Rest of world","Million dollars","2018","17.5"
"Ground nuts","Rest of world","Million dollars","2017","13.8"
"Ground nuts","Rest of world","Million dollars","2016","14"
"Ground nuts","Rest of world","Million dollars","2015","12.4"
"Ground nuts","Rest of world","Million dollars","2014","13.5"
"Ground nuts","Rest of world","Million dollars","2013","13.6"
"Ground nuts","Rest of world","Million dollars","2012","35.200000000000003"
"Ground nuts","Rest of world","Million dollars","2011","15.9"
"Ground nuts","Rest of world","Million dollars","2010","9.6999999999999993"
"Ground nuts","Rest of world","Million dollars","2009","10"
"Ground nuts","Rest of world","Million dollars","2008","13.2"
"Ground nuts","Rest of world","Million dollars","2007","9.8000000000000007"
"Ground nuts","Rest of world","Million dollars","2006","7.8"
"Ground nuts","Rest of world","Million dollars","2005","6.3"
"Ground nuts","Rest of world","Million dollars","2004","7.5"
"Ground nuts","Rest of world","Million dollars","2003","8.0000000000000107"
"Ground nuts","Rest of world","Million dollars","2002","10.3"
"Ground nuts","Rest of world","Million dollars","2001","10.199999999999999"
"Ground nuts","Rest of world","Million dollars","2000","10.5"
"Ground nuts","Rest of world","Million dollars","1999","7.8"
"Ground nuts","World","Million dollars","2023","155.19999999999999"
"Ground nuts","World","Million dollars","2022","145.9"
"Ground nuts","World","Million dollars","2021","147.30000000000001"
"Ground nuts","World","Million dollars","2020","142.4"
"Ground nuts","World","Million dollars","2019","145"
"Ground nuts","World","Million dollars","2018","153"
"Ground nuts","World","Million dollars","2017","147.69999999999999"
"Ground nuts","World","Million dollars","2016","126.7"
"Ground nuts","World","Million dollars","2015","123.8"
"Ground nuts","World","Million dollars","2014","115.2"
"Ground nuts","World","Million dollars","2013","132.5"
"Ground nuts","World","Million dollars","2012","252"
"Ground nuts","World","Million dollars","2011","99.1"
"Ground nuts","World","Million dollars","2010","64.8"
"Ground nuts","World","Million dollars","2009","64.2"
"Ground nuts","World","Million dollars","2008","89.8"
"Ground nuts","World","Million dollars","2007","62"
"Ground nuts","World","Million dollars","2006","45.4"
"Ground nuts","World","Million dollars","2005","40.700000000000003"
"Ground nuts","World","Million dollars","2004","36.1"
"Ground nuts","World","Million dollars","2003","49.2"
"Ground nuts","World","Million dollars","2002","82.2"
"Ground nuts","World","Million dollars","2001","89.6"
"Ground nuts","World","Million dollars","2000","79.5"
"Ground nuts","World","Million dollars","1999","72.8"
"Ground nuts","World (quantity)","1,000 metric tons","2023","53.4"
"Ground nuts","World (quantity)","1,000 metric tons","2022","53.2"
"Ground nuts","World (quantity)","1,000 metric tons","2021","57.1"
"Ground nuts","World (quantity)","1,000 metric tons","2020","54.3"
"Ground nuts","World (quantity)","1,000 metric tons","2019","54.6"
"Ground nuts","World (quantity)","1,000 metric tons","2018","61.1"
"Ground nuts","World (quantity)","1,000 metric tons","2017","78.599999999999994"
"Ground nuts","World (quantity)","1,000 metric tons","2016","55"
"Ground nuts","World (quantity)","1,000 metric tons","2015","45.9"
"Ground nuts","World (quantity)","1,000 metric tons","2014","41.7"
"Ground nuts","World (quantity)","1,000 metric tons","2013","45.8"
"Ground nuts","World (quantity)","1,000 metric tons","2012","100"
"Ground nuts","World (quantity)","1,000 metric tons","2011","49.5"
"Ground nuts","World (quantity)","1,000 metric tons","2010","35.6"
"Ground nuts","World (quantity)","1,000 metric tons","2009","36.299999999999997"
"Ground nuts","World (quantity)","1,000 metric tons","2008","49.1"
"Ground nuts","World (quantity)","1,000 metric tons","2007","45.2"
"Ground nuts","World (quantity)","1,000 metric tons","2006","34.299999999999997"
"Ground nuts","World (quantity)","1,000 metric tons","2005","32.6"
"Ground nuts","World (quantity)","1,000 metric tons","2004","30.7"
"Ground nuts","World (quantity)","1,000 metric tons","2003","49.1"
"Ground nuts","World (quantity)","1,000 metric tons","2002","88.4"
"Ground nuts","World (quantity)","1,000 metric tons","2001","91.5"
"Ground nuts","World (quantity)","1,000 metric tons","2000","81.599999999999994"
"Ground nuts","World (quantity)","1,000 metric tons","1999","70.900000000000006"
