"category","country","unit","year","value","sheet"
"Total coffee, tea, and spices","Brazil","Million dollars","2016",1277.8,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2015",1585.6,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2014",1552.7,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2013",1291.1,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2012",1515.4,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2011",2111.4,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2010",1209.9,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2009",867,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2008",863.2,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2007",746,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2006",642,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2005",562.5,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2004",394,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2003",339.5,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2002",259.8,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2001",233.3,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","2000",336.4,"Coffee"
"Total coffee, tea, and spices","Brazil","Million dollars","1999",553.3,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2023",1123.4,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2022",854.1,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2021",790.9,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2020",454.5,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2019",360.9,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2018",238.2,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2017",186,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2016",115.4,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2015",118.4,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2014",59.5,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2013",49.1,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2012",66.4,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2011",84.7,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2010",62.2,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2009",54.5,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2008",38.6,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2007",35.5,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2006",37.9,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2005",38.4,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2004",36.2,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2003",28.7,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2002",22.2,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2001",17.9,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","2000",10,"Coffee"
"Total coffee, tea, and spices","Switzerland","Million dollars","1999",4,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2023",727.9,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2022",729.9,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2021",487,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2020",405.8,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2019",385.3,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2018",403.1,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2017",387.1,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2016",338.6,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2015",413.3,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2014",463.4,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2013",539.6,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2012",647.3,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2011",653.2,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2010",389.7,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2009",379.1,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2008",365.4,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2007",332.3,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2006",295.9,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2005",251.8,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2004",215.3,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2003",196.6,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2002",226.8,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2001",221.2,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","2000",501.3,"Coffee"
"Total coffee, tea, and spices","Mexico","Million dollars","1999",480.6,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2023",683,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2022",765.3,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2021",602.8,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2020",511.6,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2019",497.7,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2018",618.1,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2017",803.4,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2016",864.4,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2015",684.4,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2014",809.8,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2013",674.7,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2012",731.3,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2011",635.9,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2010",439.7,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2009",326.7,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2008",350.9,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2007",341.5,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2006",243.1,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2005",190.7,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2004",144.5,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2003",98.3,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2002",73.2,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2001",89.8,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","2000",132.8,"Coffee"
"Total coffee, tea, and spices","Vietnam","Million dollars","1999",118.1,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2023",673,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2022",716.4,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2021",533.9,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2020",483.9,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2019",511,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2018",519.4,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2017",647.9,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2016",582.7,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2015",541,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2014",498.8,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2013",503.1,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2012",524.6,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2011",520,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2010",384,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2009",279.1,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2008",224,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2007",200.8,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2006",201.4,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2005",196.8,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2004",181,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2003",167,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2002",171.6,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2001",169.4,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","2000",176.4,"Coffee"
"Total coffee, tea, and spices","Canada","Million dollars","1999",172.3,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2023",471.9,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2022",555.7,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2021",436.5,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2020",329.2,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2019",331.9,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2018",340.1,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2017",341.7,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2016",268.7,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2015",333.8,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2014",368.4,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2013",420.9,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2012",577.2,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2011",593.5,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2010",307.4,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2009",345.9,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2008",376.8,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2007",313.4,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2006",280.5,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2005",287.1,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2004",216.4,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2003",216.1,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2002",172.8,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2001",180.5,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","2000",306.9,"Coffee"
"Total coffee, tea, and spices","Guatemala","Million dollars","1999",304.5,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2023",4494.2,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2022",4959.8,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2021",4104.1,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2020",3722.7,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2019",3901,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2018",3959.4,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2017",4074.1,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2016",3668.8,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2015",3548.5,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2014",3302.5,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2013",3128.5,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2012",3664,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2011",3675.2,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2010",2554,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2009",2119,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2008",2508.2,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2007",2114.9,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2006",1864.2,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2005",1610.8,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2004",1546.9,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2003",1448.4,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2002",1197.2,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2001",1169.8,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","2000",1526.4,"Coffee"
"Total coffee, tea, and spices","Rest of world","Million dollars","1999",1451.6,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2023",11275.6,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2022",12979.9,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2021",9819.2,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2020",8346.2,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2019",8427.3,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2018",8454.7,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2017",9066.7,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2016",8311.3,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2015",8536.2,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2014",8298.8,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2013",7633.2,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2012",8725.7,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2011",9715.8,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2010",6265,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2009",5160.3,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2008",5580.8,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2007",4791.2,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2006",4194.9,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2005",3770.8,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2004",3144.3,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2003",2871.9,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2002",2455,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2001",2400.7,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","2000",3441.8,"Coffee"
"Total coffee, tea, and spices","World","Million dollars","1999",3603.7,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2023",2129.9,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2022",2413.7,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2021",2344.6,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2020",2254.6,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2019",2371.9,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2018",2236.8,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2017",2276.2,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2016",2235.8,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2015",2161,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2014",2112.4,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2013",2087,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2012",2018.8,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2011",2015,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2010",1894.6,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2009",1823,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2008",1881.9,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2007",1850.9,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2006",1825.5,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2005",1744.6,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2004",1757.1,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2003",1715,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2002",1635.5,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2001",1599.8,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","2000",1725.2,"Coffee"
"Total coffee, tea, and spices","World (quantity)","1,000 metric tons","1999",1650.7,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2023",1347.5,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2022",2051.5,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2021",1222.5,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2020",1045.8,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2019",1034.5,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2018",962.1,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2017",1073.1,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2016",1080.8,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2015",1335,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2014",1333.4,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2013",1071.1,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2012",1334.1,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2011",1918.4,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2010",1083.4,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2009",739.1,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2008",724.3,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2007",613.8,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2006",530.1,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2005",466.4,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2004",318.9,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2003",268.6,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2002",201.9,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2001",161.4,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","2000",254.7,"Coffee"
"Coffee beans, unroasted ","Brazil","Million dollars","1999",466.7,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2023",1311.5,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2022",1849.8,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2021",1309.8,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2020",1065.7,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2019",1140.4,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2018",1142.5,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2017",1253.2,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2016",1093.6,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2015",1196.9,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2014",1129.7,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2013",900.2,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2012",847.5,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2011",1262.2,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2010",772.7,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2009",686.4,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2008",804.9,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2007",677.5,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2006",594.9,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2005",598,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2004",386.5,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2003",360.6,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2002",315.5,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2001",301.3,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","2000",436,"Coffee"
"Coffee beans, unroasted ","Colombia","Million dollars","1999",497.3,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2023",462.1,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2022",396.5,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2021",381.5,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2020",237.3,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2019",245.8,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2018",210.7,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2017",294.9,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2016",246.5,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2015",212.9,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2014",198.4,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2013",158.6,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2012",281.7,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2011",230.7,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2010",77,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2009",74.4,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2008",131.6,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2007",100,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2006",58.1,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2005",60.3,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2004",42.6,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2003",24.3,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2002",27.1,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2001",35.7,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","2000",97.4,"Coffee"
"Coffee beans, unroasted ","Honduras","Million dollars","1999",49.3,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2023",456.7,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2022",536.5,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2021",410.8,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2020",302.4,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2019",316.4,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2018",326.2,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2017",329.7,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2016",258.2,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2015",323.7,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2014",359.8,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2013",410.5,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2012",565.4,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2011",576.8,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2010",294,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2009",339.3,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2008",369.5,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2007",309.2,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2006",277.6,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2005",284.1,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2004",212.6,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2003",212.2,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2002",167.5,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2001",174.4,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","2000",301.8,"Coffee"
"Coffee beans, unroasted ","Guatemala","Million dollars","1999",301.5,"Coffee"
"Coffee beans, unroasted ","Nicaragua","Million dollars","2023",358.5,"Coffee"
"Coffee beans, unroasted ","Nicaragua","Million dollars","2022",369.2,"Coffee"
