"category","country","unit","year","value","sheet"
"Total beverages ","Spain","Million dollars","2007",280.2,"Beverages"
"Total beverages ","Spain","Million dollars","2006",247.4,"Beverages"
"Total beverages ","Spain","Million dollars","2005",219.9,"Beverages"
"Total beverages ","Spain","Million dollars","2004",192.3,"Beverages"
"Total beverages ","Spain","Million dollars","2003",165.4,"Beverages"
"Total beverages ","Spain","Million dollars","2002",141,"Beverages"
"Total beverages ","Spain","Million dollars","2001",117.2,"Beverages"
"Total beverages ","Spain","Million dollars","2000",108.5,"Beverages"
"Total beverages ","Spain","Million dollars","1999",120.5,"Beverages"
"Total beverages ","Austria","Million dollars","2023",379,"Beverages"
"Total beverages ","Austria","Million dollars","2022",634,"Beverages"
"Total beverages ","Austria","Million dollars","2021",932.1,"Beverages"
"Total beverages ","Austria","Million dollars","2020",1072.1,"Beverages"
"Total beverages ","Austria","Million dollars","2019",1055.4,"Beverages"
"Total beverages ","Austria","Million dollars","2018",977.2,"Beverages"
"Total beverages ","Austria","Million dollars","2017",887.3,"Beverages"
"Total beverages ","Austria","Million dollars","2016",717.2,"Beverages"
"Total beverages ","Austria","Million dollars","2015",619.9,"Beverages"
"Total beverages ","Austria","Million dollars","2014",509.8,"Beverages"
"Total beverages ","Austria","Million dollars","2013",524.7,"Beverages"
"Total beverages ","Austria","Million dollars","2012",543.9,"Beverages"
"Total beverages ","Austria","Million dollars","2011",475.1,"Beverages"
"Total beverages ","Austria","Million dollars","2010",402.3,"Beverages"
"Total beverages ","Austria","Million dollars","2009",343,"Beverages"
"Total beverages ","Austria","Million dollars","2008",339.5,"Beverages"
"Total beverages ","Austria","Million dollars","2007",609.7,"Beverages"
"Total beverages ","Austria","Million dollars","2006",770.5,"Beverages"
"Total beverages ","Austria","Million dollars","2005",450.1,"Beverages"
"Total beverages ","Austria","Million dollars","2004",342.5,"Beverages"
"Total beverages ","Austria","Million dollars","2003",190.2,"Beverages"
"Total beverages ","Austria","Million dollars","2002",89.2,"Beverages"
"Total beverages ","Austria","Million dollars","2001",94.8,"Beverages"
"Total beverages ","Austria","Million dollars","2000",50.5,"Beverages"
"Total beverages ","Austria","Million dollars","1999",17.2,"Beverages"
"Total beverages ","Australia","Million dollars","2023",299.5,"Beverages"
"Total beverages ","Australia","Million dollars","2022",337.5,"Beverages"
"Total beverages ","Australia","Million dollars","2021",326.3,"Beverages"
"Total beverages ","Australia","Million dollars","2020",344,"Beverages"
"Total beverages ","Australia","Million dollars","2019",354.1,"Beverages"
"Total beverages ","Australia","Million dollars","2018",374.9,"Beverages"
"Total beverages ","Australia","Million dollars","2017",422.9,"Beverages"
"Total beverages ","Australia","Million dollars","2016",409.6,"Beverages"
"Total beverages ","Australia","Million dollars","2015",442.9,"Beverages"
"Total beverages ","Australia","Million dollars","2014",457.7,"Beverages"
"Total beverages ","Australia","Million dollars","2013",502.6,"Beverages"
"Total beverages ","Australia","Million dollars","2012",534.7,"Beverages"
"Total beverages ","Australia","Million dollars","2011",556.3,"Beverages"
"Total beverages ","Australia","Million dollars","2010",605.7,"Beverages"
"Total beverages ","Australia","Million dollars","2009",640.9,"Beverages"
"Total beverages ","Australia","Million dollars","2008",697.2,"Beverages"
"Total beverages ","Australia","Million dollars","2007",794.6,"Beverages"
"Total beverages ","Australia","Million dollars","2006",763.4,"Beverages"
"Total beverages ","Australia","Million dollars","2005",762.3,"Beverages"
"Total beverages ","Australia","Million dollars","2004",729.8,"Beverages"
"Total beverages ","Australia","Million dollars","2003",626.4,"Beverages"
"Total beverages ","Australia","Million dollars","2002",458.7,"Beverages"
"Total beverages ","Australia","Million dollars","2001",346.2,"Beverages"
"Total beverages ","Australia","Million dollars","2000",282.2,"Beverages"
"Total beverages ","Australia","Million dollars","1999",204.3,"Beverages"
"Total beverages ","Rest of world","Million dollars","2023",2479.1,"Beverages"
"Total beverages ","Rest of world","Million dollars","2022",2970.7,"Beverages"
"Total beverages ","Rest of world","Million dollars","2021",3411.5,"Beverages"
"Total beverages ","Rest of world","Million dollars","2020",3042.2,"Beverages"
"Total beverages ","Rest of world","Million dollars","2019",3268.3,"Beverages"
"Total beverages ","Rest of world","Million dollars","2018",3448.6,"Beverages"
"Total beverages ","Rest of world","Million dollars","2017",3649.6,"Beverages"
"Total beverages ","Rest of world","Million dollars","2016",3628.7,"Beverages"
"Total beverages ","Rest of world","Million dollars","2015",3570.1,"Beverages"
"Total beverages ","Rest of world","Million dollars","2014",3203.9,"Beverages"
"Total beverages ","Rest of world","Million dollars","2013",3084.2,"Beverages"
"Total beverages ","Rest of world","Million dollars","2012",3002.7,"Beverages"
"Total beverages ","Rest of world","Million dollars","2011",2676.7,"Beverages"
"Total beverages ","Rest of world","Million dollars","2010",2362.2,"Beverages"
"Total beverages ","Rest of world","Million dollars","2009",2127.6,"Beverages"
"Total beverages ","Rest of world","Million dollars","2008",2252.9,"Beverages"
"Total beverages ","Rest of world","Million dollars","2007",1812.1,"Beverages"
"Total beverages ","Rest of world","Million dollars","2006",1477.1,"Beverages"
"Total beverages ","Rest of world","Million dollars","2005",1331.5,"Beverages"
"Total beverages ","Rest of world","Million dollars","2004",1106.4,"Beverages"
"Total beverages ","Rest of world","Million dollars","2003",1020.3,"Beverages"
"Total beverages ","Rest of world","Million dollars","2002",957.400000000001,"Beverages"
"Total beverages ","Rest of world","Million dollars","2001",883.8,"Beverages"
"Total beverages ","Rest of world","Million dollars","2000",884.599999999999,"Beverages"
"Total beverages ","Rest of world","Million dollars","1999",789.6,"Beverages"
"Total beverages ","World","Million dollars","2023",17913,"Beverages"
"Total beverages ","World","Million dollars","2022",18690.1,"Beverages"
"Total beverages ","World","Million dollars","2021",18549.2,"Beverages"
"Total beverages ","World","Million dollars","2020",16124,"Beverages"
"Total beverages ","World","Million dollars","2019",16033.3,"Beverages"
"Total beverages ","World","Million dollars","2018",15547.5,"Beverages"
"Total beverages ","World","Million dollars","2017",14912.8,"Beverages"
"Total beverages ","World","Million dollars","2016",13982.2,"Beverages"
"Total beverages ","World","Million dollars","2015",13237.9,"Beverages"
"Total beverages ","World","Million dollars","2014",12392.2,"Beverages"
"Total beverages ","World","Million dollars","2013",11629,"Beverages"
"Total beverages ","World","Million dollars","2012",11240.6,"Beverages"
"Total beverages ","World","Million dollars","2011",10482.1,"Beverages"
"Total beverages ","World","Million dollars","2010",9587.4,"Beverages"
"Total beverages ","World","Million dollars","2009",8989.7,"Beverages"
"Total beverages ","World","Million dollars","2008",10177.8,"Beverages"
"Total beverages ","World","Million dollars","2007",10269.8,"Beverages"
"Total beverages ","World","Million dollars","2006",9510.4,"Beverages"
"Total beverages ","World","Million dollars","2005",8206.1,"Beverages"
"Total beverages ","World","Million dollars","2004",7352.9,"Beverages"
"Total beverages ","World","Million dollars","2003",6942.7,"Beverages"
"Total beverages ","World","Million dollars","2002",6129.3,"Beverages"
"Total beverages ","World","Million dollars","2001",5394,"Beverages"
"Total beverages ","World","Million dollars","2000",5104.9,"Beverages"
"Total beverages ","World","Million dollars","1999",4718.1,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2023",9503,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2022",9755,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2021",9925.6,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2020",8987.8,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2019",8487.3,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2018",8241.1,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2017",8173.9,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2016",7762.9,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2015",7232.6,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2014",6674.1,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2013",6346.6,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2012",6376.9,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2011",6014.6,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2010",5789.5,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2009",5576.8,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2008",6043.7,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2007",6280.7,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2006",6075.3,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2005",5472.9,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2004",5244.9,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2003",5095.6,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2002",4441.3,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2001",4162.3,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","2000",3898.2,"Beverages"
"Total beverages ","World (quantity)","1,000 litpf","1999",3538,"Beverages"
"Wine ","France","Million dollars","2023",2473.5,"Beverages"
"Wine ","France","Million dollars","2022",2657.1,"Beverages"
"Wine ","France","Million dollars","2021",2541.4,"Beverages"
"Wine ","France","Million dollars","2020",1703.5,"Beverages"
"Wine ","France","Million dollars","2019",2118.7,"Beverages"
"Wine ","France","Million dollars","2018",2063.5,"Beverages"
"Wine ","France","Million dollars","2017",1829.9,"Beverages"
"Wine ","France","Million dollars","2016",1588.5,"Beverages"
"Wine ","France","Million dollars","2015",1538.1,"Beverages"
"Wine ","France","Million dollars","2014",1474.8,"Beverages"
"Wine ","France","Million dollars","2013",1409,"Beverages"
"Wine ","France","Million dollars","2012",1348.3,"Beverages"
"Wine ","France","Million dollars","2011",1231,"Beverages"
"Wine ","France","Million dollars","2010",992.4,"Beverages"
"Wine ","France","Million dollars","2009",968.8,"Beverages"
"Wine ","France","Million dollars","2008",1415.8,"Beverages"
"Wine ","France","Million dollars","2007",1434.8,"Beverages"
"Wine ","France","Million dollars","2006",1291.1,"Beverages"
"Wine ","France","Million dollars","2005",1087.8,"Beverages"
"Wine ","France","Million dollars","2004",1025.5,"Beverages"
"Wine ","France","Million dollars","2003",1122.2,"Beverages"
"Wine ","France","Million dollars","2002",914,"Beverages"
"Wine ","France","Million dollars","2001",811.4,"Beverages"
"Wine ","France","Million dollars","2000",897.3,"Beverages"
"Wine ","France","Million dollars","1999",1008,"Beverages"
"Wine ","Italy","Million dollars","2023",2253.9,"Beverages"
"Wine ","Italy","Million dollars","2022",2474,"Beverages"
"Wine ","Italy","Million dollars","2021",2524.5,"Beverages"
"Wine ","Italy","Million dollars","2020",2106.7,"Beverages"
"Wine ","Italy","Million dollars","2019",2053.9,"Beverages"
"Wine ","Italy","Million dollars","2018",2071.7,"Beverages"
"Wine ","Italy","Million dollars","2017",1931.6,"Beverages"
"Wine ","Italy","Million dollars","2016",1859.5,"Beverages"
"Wine ","Italy","Million dollars","2015",1747,"Beverages"
"Wine ","Italy","Million dollars","2014",1740.5,"Beverages"
"Wine ","Italy","Million dollars","2013",1646.8,"Beverages"
"Wine ","Italy","Million dollars","2012",1505.5,"Beverages"
"Wine ","Italy","Million dollars","2011",1518.1,"Beverages"
"Wine ","Italy","Million dollars","2010",1282,"Beverages"
"Wine ","Italy","Million dollars","2009",1197.3,"Beverages"
"Wine ","Italy","Million dollars","2008",1309.1,"Beverages"
"Wine ","Italy","Million dollars","2007",1285,"Beverages"
"Wine ","Italy","Million dollars","2006",1173.1,"Beverages"
"Wine ","Italy","Million dollars","2005",1075.8,"Beverages"
"Wine ","Italy","Million dollars","2004",968.2,"Beverages"
"Wine ","Italy","Million dollars","2003",927.1,"Beverages"
"Wine ","Italy","Million dollars","2002",777.9,"Beverages"
"Wine ","Italy","Million dollars","2001",630.6,"Beverages"
"Wine ","Italy","Million dollars","2000",584.9,"Beverages"
"Wine ","Italy","Million dollars","1999",545.9,"Beverages"
"Wine ","New Zealand","Million dollars","2023",595.8,"Beverages"
"Wine ","New Zealand","Million dollars","2022",584,"Beverages"
"Wine ","New Zealand","Million dollars","2021",551.3,"Beverages"
"Wine ","New Zealand","Million dollars","2020",489,"Beverages"
"Wine ","New Zealand","Million dollars","2019",465.3,"Beverages"
"Wine ","New Zealand","Million dollars","2018",437.9,"Beverages"
"Wine ","New Zealand","Million dollars","2017",423.8,"Beverages"
"Wine ","New Zealand","Million dollars","2016",400.9,"Beverages"
"Wine ","New Zealand","Million dollars","2015",361,"Beverages"
"Wine ","New Zealand","Million dollars","2014",328,"Beverages"
"Wine ","New Zealand","Million dollars","2013",282,"Beverages"
